,label,gender,profession,ideology_binary,ideology_multiclass,tweet
16179,@user110,female,politician,left,moderate_left,Debemos pedir perdón a nuestros mayores por el daño que les ha hecho y sigue haciéndoles esta crisis sanitaria. Y es urgente abordar una renovación total del sistema de cuidados a l@s ancianos. Los primeros llamados a hacerlo son los responsables públicos. #personasmayores
47867,@user110,female,politician,left,moderate_left,"Hay un nuevo MeToo que va saliendo a la luz, es el de Yo También he tenido problemas de salud mental, o los tengo y me ocupo de ello. Ya es hora de sacar la salud mental del secreto y la vergüenza."
17743,@user110,female,politician,left,moderate_left,.@user y [#POLITICAL_PARTY] intentando explicar lo inexplicable: están a favor de comisiones de investigación en los parlamentos de la Nación y autonómicos allá dónde gobierna el @user pero NO cuando el gobierno es del @user. #coherencia y #seriedad
37774,@user110,female,politician,left,moderate_left,"A pesar de que puede haber algún error en la visita de @user a Moscú, creo que es un gesto muy importante y valiente que el Alto Representante de la política exterior de la UE haya defendido los derechos humanos ante las autoridades rusas."
34918,@user110,female,politician,left,moderate_left,"No podrán hacerlo, amiga. Y comparto la alarma al 100% pero veo un gran relajamiento de la agenda principal. Hay cintos de miles de mujeres pasando enormes dificultades derivadas de esta policrisis y se habla poco de ello."
45037,@user110,female,politician,left,moderate_left,Partidos políticos que lo son gracias a la Constitución . Que se financian en el marco de la Constitución . Que se comprometen ante la ciudadanía a respetar la Constitución. Parlamentarios que están protegidos por la Constitución. … Y que boicotean la Constitución
42138,@user110,female,politician,left,moderate_left,Conviene que repase usted la biografía de José Bono...sobre todo la parte en la que se jugaba su propia seguridad por defender la libertad de otros.
9532,@user110,female,politician,left,moderate_left,Es una simplificación obligada por el espacio de la entrevista. Soy amante del fútbol lo que no me impide conocer muchos de los problemas que tienen los clubes pequeños frente a los de primera línea. Y las enormes cantidades de dinero que se mueven al rededor del fútbol.
35966,@user110,female,politician,left,moderate_left,"Espero que este #8M2021 sirva para que el feminismo vuelva a la unidad. La pandemia ha golpeado dura y especialmente a las mujeres, como sucede con todas las crisis. Hay que concentrarse en la #AgendaFeminista"
45503,@user110,female,politician,left,moderate_left,"Pues...lo cierto es que echo de menos a muchas amigas y amigos con los que me tomaba unas cañitas en Madrid -ellos ya saben quiénes son- y unos cafés en Bruselas, algún roncito en Managua, un jugo de jenijibre en Dakar...😢😢"
1657,@user110,female,politician,left,moderate_left,"Cuidado, nadie puede decir que la cepa más contagiosa, que ha surgido en Reino Unido, no esté también entre nosotros. Que todo el mundo extreme las precauciones."
17214,@user110,female,politician,left,moderate_left,"No digo que no sea un problema, digo que me parece que tenemos otros más acuciantes y más graves de los que habla la mayor parte de la gente con la que me encuentro."
40489,@user110,female,politician,left,moderate_left,"1) hay mucho virus #COVID19 circulando por nuestro país. 2) la variable predominante actual es peor que la que hemos combatido hasta ahora. 3) comienza una cuarta ola . 3) los confinamientos cortos y severos son los más eficaces. (Dr. Rafael Abengoa, experto en salud pública)"
40335,@user110,female,politician,left,moderate_left,Seguro que sin el trabajo de la #UE estaríamos aún peor...pero empiezo a no entender los errores en la gestión de las vacunas anti #COVID19 por parte de la #Comisión
5750,@user110,female,politician,left,moderate_left,Dejad de usar el término transfobia. Es simplemente FALSO. LAS FEMINISTAS HEMOS APOYADO SIEMPRE AL MOVIMIENTO LGTBI
45132,@user110,female,politician,left,moderate_left,"Abolición. No al alquiler de vientres. Ley de publicidad ya existe pero no se cumple. En todo caso, me temo que será necesario mucho más que las leyes."
1768,@user110,female,politician,left,moderate_left,"Muchos lo hicimos cuando se empezaron a producir los escraches ante su casa. También cuando le montaron un piquete a Soraya Saénz de Santamaría con su madre y su hijo en casa.Yo, en esto, tengo pocas dudas!"
42516,@user110,female,politician,left,moderate_left,INACEPTABLE muro en la frontera entre Polonia y Bielorrusia. Es criminal lo que hace el gobierno bielorruso pero el muro NO es la solución @user @user
23957,@user110,female,politician,left,moderate_left,"Pues gracias, por lo que me dices! Sí, lo he leído, de verdad...simplemente, no estamos de acuerdo, pero no pasa nada. El mundo es diverso y plural. Yo sigo creyendo que la discriminación de las mujeres es la desigualdad principal y radical."
16250,@user110,female,politician,left,moderate_left,"¿Y protestar sin destrozar locales de comerciantes -que sufren una crisis tan jodida- propietarios de motocicletas -que muchos utilizan para ir a currar- mobiliario público, sede de periódicos, etc.... ¿Se puede?. Sí, se puede!!"
24517,@user110,female,politician,left,moderate_left,Los Estados Unidos han sido derrotados por los talibanes. (de cuando hablábamos clarito)
38034,@user110,female,politician,left,moderate_left,"Gracias a todos por el respeto y el cariño, por el interés y por el reconocimiento a una gran persona como era Alfredo. El libro de Antonio Caño #RubalcabaUnPoliticoDeVerdad es un gran libro, os lo recomiendo sin duda. 😢🌹😍"
3795,@user110,female,politician,left,moderate_left,¿¿Por qué tengo la impresión de que las violaciones nos indignan y conmueven mucho más a las mujeres que a los hombres??. Una niña de 16 años!!
48939,@user110,female,politician,left,moderate_left,"El Rey, cumpliendo con su función constitucional, firmará los indultos que determine el gobierno. Los líderes independentistas se beneficiarán de esa medida de gracia,. pero, recibir al Jefe del Estado, como corresponde, eso NO van a hacerlo. #AsíNo"
30171,@user110,female,politician,left,moderate_left,"Este encuentro Sánchez-Ayuso que parecería un Encuentro en la Tercera Fase(!!), es ni más ni menos que lo necesario (desde hace tiempo) entre personas responsables de la salud, el empleo, la educación, el ocio, la cultura y el futuro de los ciudadanos a los que REPRESENTAN . #Bien"
28900,@user110,female,politician,left,moderate_left,"El problema de las manis de la extrema derecha es que son un atentado contra la salud pública, es decir, son un delito."
46372,@user110,female,politician,left,moderate_left,"#Lesbos 13000 personas, más de la mitad son niño@s, se han vuelto a quedar sin techo -si se le puede llamar así-. Este horror se reproduce desde 2015. ¿A quiénes vamos a dar lecciones de derechos humanos los europeos????"
26674,@user110,female,politician,left,moderate_left,"El gobierno de un país democrático, como España, representa a toda la ciudadanía. Por eso al gobierno se le exige una dosis mayor de ética, de prudencia, de liderazgo y, desde esa posición, lo que corresponde es combatir los insultos. Sin matices."
7524,@user110,female,politician,left,moderate_left,"Verás: yo escuché la noticia en la @user y verifiqué en las agencias @user @user. No sé si me la colaron como lo hicieron con esos medios, pero eso no te da ningún derecho a insultarme o a dudar de mi “responsabilidad” a la hora de tuitear. Un saludo"
18036,@user110,female,politician,left,moderate_left,"Eso solo se arregla a través de un acuerdo sincero y de fondo de todas las fuerzas políticas...luego está lo de los medios, pero vendría después."
33368,@user110,female,politician,left,moderate_left,"Mientras, en España, nos quitamos las mascarillas y afrontamos un verano optimista, en el continente africano se acelera la pandemia con tan sólo 1’1% de la población vacunada."
16450,@user117,male,politician,left,moderate_left,"Hoy son otros los que vienen a enriquecer nuestra sociedad. Pero también hay quienes nos retrotraen a ese pasado de odio y banalizan las amenazas a la democracia. No son imparables, pero son insistentes. No pueden acabar de golpe con la democracia, pero sí debilitarla."
27855,@user117,male,politician,left,moderate_left,"Hoy #GanaPedro porque ha ganado la moderación, la profundidad de un proyecto y la campaña propositiva. . Ha ganado el verdadero valor de la política, capaz de defender de forma contundente una España que no va a consentir ningún retroceso en los derechos de las mujeres. . [#POLITICAL_PARTY]"
10737,@user117,male,politician,left,moderate_left,"🇪🇦 @user, con su determinación y constancia, ha sido un actor clave. Fue el primer líder en hablar de un nuevo Plan Marshall e impulsó desde el inicio un acuerdo europeo basado en la solidaridad contundente. España retoma su liderazgo en la UE. #GraciasPRESIDENTE"
20926,@user117,male,politician,left,moderate_left,"Hay muchas maneras de salir de las crisis. Se puede salir con más desigualdad o con mayor cohesión social. Se puede optar por una economía inmóvil o por otra digitalizada, respetuosa con el medio y que cree oportunidades para todos. Este Gobierno lo tiene claro. #Cumpliendo2020"
741,@user117,male,politician,left,moderate_left,En #Valencia @user :. “A los que identifican el diálogo con una supuesta humillación les pregunto: ¿sin diálogo hubiera sido posible la Transición en nuestro país? @user es el único partido leal con la Constitución en la oposición y en el gobierno. #ElGobiernoNecesario
37085,@user117,male,politician,left,moderate_left,"El Ingreso Mínimo Vital es otra pata esencial para la salida social. Desde el pasado 29 de mayo, España ha ganado en justicia social, pero sobretodo en decencia. Se trata de que España viva con dignidad. No es caridad. Es protección. No es compasión. Es justicia y decencia."
3990,@user117,male,politician,left,moderate_left,"El #FMI ha actualizado al alza las previsiones de crecimiento. España es la que más mejora de la zona euro con un 6,4% de crecimiento. Ese dato sitúa a España como la economía desarrollada que más crecerá en el año 2021 junto a EEUU. #LaEspañaQueHacemos_"
19849,@user117,male,politician,left,moderate_left,"Ayer vivimos una jornada llena de ilusión, con la mirada a un futuro próximo con mucha potencialidad. El #80Aniversario de @user marca el camino para seguir avanzando en construir una industria sostenible, con el trabajo y la unidad de todos los agentes."
13337,@user117,male,politician,left,moderate_left,"🌹 Carta de @user a la militancia:. Esta crisis es mayor que cualquier otra, pero esta vez contamos con un apoyo que no había estado a nuestro alcance. España es parte de Europa y como tal reclamamos un Plan Marshall. Y la UE ha estado a la altura. #EnMarchaTodosUnidos"
4404,@user117,male,politician,left,moderate_left,"El presidente @user: ""Hay que hacer frente al virus con toda la fuerza de nuestros recursos públicos, con todo el peso de nuestra acción como sociedad. Tiempo atrás se dijo que no existía la sociedad, pues es falso, si alguien seguía dudando, aquí tiene la prueba""."
8094,@user117,male,politician,left,moderate_left,"No reconozco al Madrid que grita insultos. Reconozco al Madrid que siempre que alza la voz es para pedir paz, igualdad, para pedir justicia, para pedir que cuidemos al planeta. Esos son los gritos que engrandecen Madrid, los de las reivindicaciones colectivas que piden avances."
